DEBUG 2018-06-24 18:38:14,294 146560ms HomeController         GetTableauToken    - Retrieving Tableau token 
DEBUG 2018-06-25 07:00:09,191 48403ms HomeController         ARManagement       - [User:Nirmal]  Loading AR Management Page..
DEBUG 2018-06-25 07:26:39,708 31884ms HomeController         Login              - password
DEBUG 2018-06-25 07:26:39,756 31932ms HomeController         Login              - password
DEBUG 2018-06-25 07:26:39,758 31934ms HomeController         Login              - [Home][login]: Succesfully logged in  Nirmal.Kumar
DEBUG 2018-06-25 07:26:40,238 32414ms HomeController         GetTableauToken    - Retrieving Tableau token 
DEBUG 2018-06-25 07:26:41,365 33541ms HomeController         ARManagement       - [User:Nirmal]  Loading AR Management Page..
DEBUG 2018-06-25 08:34:17,407 48457ms HomeController         Login              - password
DEBUG 2018-06-25 08:34:17,494 48544ms HomeController         Login              - password
DEBUG 2018-06-25 08:34:17,496 48546ms HomeController         Login              - [Home][login]: Succesfully logged in  Nirmal.Kumar
DEBUG 2018-06-25 08:34:18,011 49061ms HomeController         GetTableauToken    - Retrieving Tableau token 
DEBUG 2018-06-25 08:34:19,037 50087ms HomeController         ARManagement       - [User:Nirmal]  Loading AR Management Page..
DEBUG 2018-06-25 09:42:56,210 102730ms HomeController         Login              - password
DEBUG 2018-06-25 09:42:56,309 102828ms HomeController         Login              - password
DEBUG 2018-06-25 09:42:56,311 102830ms HomeController         Login              - [Home][login]: Succesfully logged in  Nirmal.Kumar
DEBUG 2018-06-25 09:42:56,828 103348ms HomeController         GetTableauToken    - Retrieving Tableau token 
DEBUG 2018-06-25 09:42:57,956 104476ms HomeController         ARManagement       - [User:Nirmal]  Loading AR Management Page..
DEBUG 2018-06-25 11:22:19,504 45421ms HomeController         Login              - password
DEBUG 2018-06-25 11:22:19,573 45491ms HomeController         Login              - password
DEBUG 2018-06-25 11:22:19,576 45494ms HomeController         Login              - [Home][login]: Succesfully logged in  Nirmal.Kumar
DEBUG 2018-06-25 11:22:20,046 45963ms HomeController         GetTableauToken    - Retrieving Tableau token 
DEBUG 2018-06-25 11:22:21,237 47154ms HomeController         ARManagement       - [User:Nirmal]  Loading AR Management Page..
DEBUG 2018-06-25 11:28:56,596 34178ms HomeController         Login              - password
DEBUG 2018-06-25 11:28:56,702 34285ms HomeController         Login              - password
DEBUG 2018-06-25 11:28:56,704 34287ms HomeController         Login              - [Home][login]: Succesfully logged in  Nirmal.Kumar
DEBUG 2018-06-25 11:28:57,246 34829ms HomeController         GetTableauToken    - Retrieving Tableau token 
DEBUG 2018-06-25 11:28:58,531 36114ms HomeController         ARManagement       - [User:Nirmal]  Loading AR Management Page..
DEBUG 2018-06-25 11:51:11,815 29488ms HomeController         Login              - password
DEBUG 2018-06-25 11:51:11,932 29605ms HomeController         Login              - password
DEBUG 2018-06-25 11:51:11,936 29609ms HomeController         Login              - [Home][login]: Succesfully logged in  Nirmal.Kumar
DEBUG 2018-06-25 11:51:12,442 30115ms HomeController         GetTableauToken    - Retrieving Tableau token 
DEBUG 2018-06-25 11:51:13,990 31663ms HomeController         ARManagement       - [User:Nirmal]  Loading AR Management Page..
DEBUG 2018-06-25 12:10:34,254 39801ms HomeController         Login              - password
DEBUG 2018-06-25 12:10:34,354 39901ms HomeController         Login              - password
DEBUG 2018-06-25 12:10:34,357 39904ms HomeController         Login              - [Home][login]: Succesfully logged in  Nirmal.Kumar
DEBUG 2018-06-25 12:10:34,865 40412ms HomeController         GetTableauToken    - Retrieving Tableau token 
DEBUG 2018-06-25 12:10:36,552 42099ms HomeController         ARManagement       - [User:Nirmal]  Loading AR Management Page..
DEBUG 2018-06-25 13:33:43,582 34566ms HomeController         Login              - password
DEBUG 2018-06-25 13:33:43,634 34617ms HomeController         Login              - password
DEBUG 2018-06-25 13:33:43,636 34619ms HomeController         Login              - [Home][login]: Succesfully logged in  Nirmal.Kumar
DEBUG 2018-06-25 13:33:44,870 35853ms HomeController         GetTableauToken    - Retrieving Tableau token 
DEBUG 2018-06-25 13:33:45,980 36963ms HomeController         ARManagement       - [User:Nirmal]  Loading AR Management Page..
DEBUG 2018-06-25 13:44:10,431 62790ms HomeController         Login              - password
DEBUG 2018-06-25 13:44:10,483 62841ms HomeController         Login              - password
DEBUG 2018-06-25 13:44:10,484 62842ms HomeController         Login              - [Home][login]: Succesfully logged in  Nirmal.Kumar
DEBUG 2018-06-25 13:44:10,924 63283ms HomeController         GetTableauToken    - Retrieving Tableau token 
DEBUG 2018-06-25 13:44:11,980 64339ms HomeController         ARManagement       - [User:Nirmal]  Loading AR Management Page..
DEBUG 2018-06-25 13:59:15,467 967826ms HomeController         Login              - password
DEBUG 2018-06-25 13:59:15,468 967827ms HomeController         Login              - password
DEBUG 2018-06-25 13:59:15,470 967829ms HomeController         Login              - [Home][login]: Succesfully logged in  Nirmal.Kumar
DEBUG 2018-06-25 13:59:15,510 967868ms HomeController         GetTableauToken    - Retrieving Tableau token 
DEBUG 2018-06-25 13:59:15,675 968033ms HomeController         ARManagement       - [User:Nirmal]  Loading AR Management Page..
DEBUG 2018-06-25 14:19:30,185 2182544ms HomeController         Login              - password
DEBUG 2018-06-25 14:19:30,187 2182546ms HomeController         Login              - password
DEBUG 2018-06-25 14:19:30,188 2182547ms HomeController         Login              - [Home][login]: Succesfully logged in  Nirmal.Kumar
DEBUG 2018-06-25 14:19:30,236 2182595ms HomeController         GetTableauToken    - Retrieving Tableau token 
DEBUG 2018-06-25 14:19:30,405 2182764ms HomeController         ARManagement       - [User:Nirmal]  Loading AR Management Page..
DEBUG 2018-06-25 14:31:29,148 76930ms HomeController         Login              - password
DEBUG 2018-06-25 14:31:29,194 76975ms HomeController         Login              - password
DEBUG 2018-06-25 14:31:29,197 76978ms HomeController         Login              - [Home][login]: Succesfully logged in  Nirmal.Kumar
DEBUG 2018-06-25 14:31:29,637 77419ms HomeController         GetTableauToken    - Retrieving Tableau token 
DEBUG 2018-06-25 14:31:30,093 77875ms HomeController         ARManagement       - [User:Nirmal]  Loading AR Management Page..
DEBUG 2018-06-25 14:54:28,399 59217ms HomeController         Login              - password
DEBUG 2018-06-25 14:54:28,409 59227ms HomeController         Login              - password
DEBUG 2018-06-25 14:54:28,412 59230ms HomeController         Login              - [Home][login]: Succesfully logged in  Nirmal.Kumar
DEBUG 2018-06-25 14:54:28,806 59624ms HomeController         GetTableauToken    - Retrieving Tableau token 
DEBUG 2018-06-25 14:54:29,185 60004ms HomeController         ARManagement       - [User:Nirmal]  Loading AR Management Page..
DEBUG 2018-06-25 15:06:50,845 31262ms HomeController         Login              - password
DEBUG 2018-06-25 15:06:50,940 31356ms HomeController         Login              - password
DEBUG 2018-06-25 15:06:50,942 31358ms HomeController         Login              - [Home][login]: Succesfully logged in  Nirmal.Kumar
DEBUG 2018-06-25 15:09:07,939 168356ms HomeController         LogOff             - Cleared session..
DEBUG 2018-06-25 15:09:07,942 168359ms HomeController         LogOff             - Signing out user
DEBUG 2018-06-25 15:09:07,983 168400ms HomeController         LogOff             - Signing Successful! Redirecting to login page..
DEBUG 2018-06-25 15:09:11,217 171633ms HomeController         Login              - password
DEBUG 2018-06-25 15:09:11,219 171635ms HomeController         Login              - password
DEBUG 2018-06-25 15:09:11,220 171636ms HomeController         Login              - [Home][login]: Succesfully logged in  Nirmal.Kumar
DEBUG 2018-06-28 09:26:01,396 13561ms HomeController         Login              - password
DEBUG 2018-06-28 09:26:01,424 13589ms HomeController         Login              - password
DEBUG 2018-06-28 09:26:01,425 13590ms HomeController         Login              - [Home][login]: Succesfully logged in  Roja.Dhanavath
DEBUG 2018-06-28 09:31:28,322 340488ms HomeController         GetTableauToken    - Retrieving Tableau token 
DEBUG 2018-06-28 09:31:28,824 340990ms HomeController         ARManagement       - [User:]  Loading AR Management Page..
DEBUG 2018-06-28 09:42:57,378 10323ms HomeController         Login              - password
DEBUG 2018-06-28 09:42:57,395 10340ms HomeController         Login              - password
DEBUG 2018-06-28 09:42:57,396 10341ms HomeController         Login              - [Home][login]: Succesfully logged in  Roja.Dhanavath
DEBUG 2018-06-28 09:43:04,452 17397ms HomeController         GetTableauToken    - Retrieving Tableau token 
DEBUG 2018-06-28 09:43:04,932 17877ms HomeController         ARManagement       - [User:Roja]  Loading AR Management Page..
DEBUG 2018-06-28 09:44:46,320 119265ms HomeController         GetTableauToken    - Retrieving Tableau token 
DEBUG 2018-06-28 09:44:46,538 119483ms HomeController         DenialsManagement  - [User:Roja]  Loading Denials Management  Page..
DEBUG 2018-06-28 09:45:31,752 164697ms HomeController         GetTableauToken    - Retrieving Tableau token 
DEBUG 2018-06-28 09:45:31,924 164869ms HomeController         DenialsManagement  - [User:Roja]  Loading Denials Management  Page..
DEBUG 2018-06-28 09:48:28,451 40223ms HomeController         Login              - password
DEBUG 2018-06-28 09:48:28,465 40237ms HomeController         Login              - password
DEBUG 2018-06-28 09:48:28,465 40237ms HomeController         Login              - [Home][login]: Succesfully logged in  Roja.Dhanavath
DEBUG 2018-06-28 09:53:34,532 346304ms HomeController         GetTableauToken    - Retrieving Tableau token 
DEBUG 2018-06-28 09:53:34,948 346720ms HomeController         DenialsManagement  - [User:Roja]  Loading Denials Management  Page..
DEBUG 2018-06-28 09:56:34,979 526751ms HomeController         LogOff             - Cleared session..
DEBUG 2018-06-28 09:56:34,982 526754ms HomeController         LogOff             - Signing out user
DEBUG 2018-06-28 09:56:34,997 526769ms HomeController         LogOff             - Signing Successful! Redirecting to login page..
DEBUG 2018-07-01 12:19:26,150 63097ms HomeController         Login              - password
DEBUG 2018-07-01 12:19:26,193 63140ms HomeController         Login              - password
DEBUG 2018-07-01 12:19:26,195 63142ms HomeController         Login              - [Home][login]: Succesfully logged in  Roja.Dhanavath
DEBUG 2018-07-01 12:31:16,702 773649ms HomeController         LogOff             - Cleared session..
DEBUG 2018-07-01 12:31:16,703 773650ms HomeController         LogOff             - Signing out user
DEBUG 2018-07-01 12:31:16,718 773665ms HomeController         LogOff             - Signing Successful! Redirecting to login page..
DEBUG 2018-07-01 12:31:25,303 782250ms EmailController        Index              - checkingSystem.Data.Entity.Validation.DbEntityValidationException: Validation failed for one or more entities. See 'EntityValidationErrors' property for more details.
   at System.Data.Entity.Internal.InternalContext.SaveChanges()
   at System.Data.Entity.Internal.LazyInternalContext.SaveChanges()
   at System.Data.Entity.DbContext.SaveChanges()
   at HealthcareAnalytics.Controllers.EmailController.Index(Users_Data email) in C:\Projects\HealthCareAnalytics\HealthCare\HealthCare\TCG\Controllers\EmailController.cs:line 56
DEBUG 2018-07-01 12:31:53,421 810368ms EmailController        Index              - checkingSystem.Data.Entity.Validation.DbEntityValidationException: Validation failed for one or more entities. See 'EntityValidationErrors' property for more details.
   at System.Data.Entity.Internal.InternalContext.SaveChanges()
   at System.Data.Entity.Internal.LazyInternalContext.SaveChanges()
   at System.Data.Entity.DbContext.SaveChanges()
   at HealthcareAnalytics.Controllers.EmailController.Index(Users_Data email) in C:\Projects\HealthCareAnalytics\HealthCare\HealthCare\TCG\Controllers\EmailController.cs:line 56
DEBUG 2018-07-01 23:28:41,101 50450ms HomeController         Login              - password
DEBUG 2018-07-01 23:28:41,140 50489ms HomeController         Login              - password
DEBUG 2018-07-01 23:28:41,141 50490ms HomeController         Login              - [Home][login]: Succesfully logged in  Roja.Dhanavath
DEBUG 2018-07-01 23:33:26,353 335702ms HomeController         Login              - password
DEBUG 2018-07-01 23:33:26,355 335704ms HomeController         Login              - password
DEBUG 2018-07-01 23:33:26,355 335704ms HomeController         Login              - [Home][login]: Succesfully logged in  Roja.Dhanavath
DEBUG 2018-07-02 13:43:45,723 26523ms HomeController         Login              - password
DEBUG 2018-07-02 13:43:45,762 26562ms HomeController         Login              - password
DEBUG 2018-07-02 13:43:45,763 26563ms HomeController         Login              - [Home][login]: Succesfully logged in  Roja.Dhanavath
DEBUG 2018-07-02 13:44:13,588 54388ms HomeController         Login              - password
DEBUG 2018-07-02 13:44:13,590 54390ms HomeController         Login              - password
DEBUG 2018-07-02 13:44:13,590 54390ms HomeController         Login              - [Home][login]: Succesfully logged in  Roja.Dhanavath
DEBUG 2018-07-03 11:34:05,618 24228ms HomeController         Login              - password
DEBUG 2018-07-03 11:34:05,639 24249ms HomeController         Login              - password
DEBUG 2018-07-03 11:34:05,640 24250ms HomeController         Login              - [Home][login]: Succesfully logged in  Vaynu.Osuri
DEBUG 2018-07-03 11:37:37,198 17855ms HomeController         Login              - password
DEBUG 2018-07-03 11:37:37,199 17856ms HomeController         Login              - password
DEBUG 2018-07-03 11:37:37,222 17879ms HomeController         Login              - password
DEBUG 2018-07-03 11:37:37,222 17879ms HomeController         Login              - password
DEBUG 2018-07-03 11:37:37,223 17880ms HomeController         Login              - [Home][login]: Succesfully logged in  Vaynu.Osuri
DEBUG 2018-07-03 11:37:37,223 17880ms HomeController         Login              - [Home][login]: Succesfully logged in  Vaynu.Osuri
DEBUG 2018-07-03 11:38:59,069 17500ms HomeController         Login              - password
DEBUG 2018-07-03 11:38:59,095 17526ms HomeController         Login              - password
DEBUG 2018-07-03 11:38:59,096 17527ms HomeController         Login              - [Home][login]: Succesfully logged in  Vaynu.Osuri
DEBUG 2018-07-03 11:38:59,232 17662ms HomeController         GetTableauToken    - Retrieving Tableau token 
DEBUG 2018-07-03 11:38:59,830 18261ms HomeController         ARManagement       - [User:Vaynu]  Loading AR Management Page..
DEBUG 2018-07-03 11:39:26,905 45336ms HomeController         GetTableauToken    - Retrieving Tableau token 
DEBUG 2018-07-03 11:39:27,160 45590ms HomeController         ARManagement       - [User:Vaynu]  Loading AR Management Page..
DEBUG 2018-07-03 11:40:52,580 131010ms HomeController         GetTableauToken    - Retrieving Tableau token 
DEBUG 2018-07-03 11:40:52,857 131288ms HomeController         ARManagement       - [User:Vaynu]  Loading AR Management Page..
DEBUG 2018-07-03 11:42:33,083 231513ms HomeController         Login              - password
DEBUG 2018-07-03 11:42:33,084 231514ms HomeController         Login              - password
DEBUG 2018-07-03 11:42:33,085 231515ms HomeController         Login              - [Home][login]: Succesfully logged in  Vaynu.Osuri
DEBUG 2018-07-03 11:42:33,098 231528ms HomeController         GetTableauToken    - Retrieving Tableau token 
DEBUG 2018-07-03 11:42:33,436 231867ms HomeController         ARManagement       - [User:Vaynu]  Loading AR Management Page..
DEBUG 2018-07-03 11:43:33,879 292310ms HomeController         GetTableauToken    - Retrieving Tableau token 
DEBUG 2018-07-03 11:43:34,103 292534ms HomeController         ARManagement       - [User:Vaynu]  Loading AR Management Page..
DEBUG 2018-07-03 11:43:43,543 301973ms HomeController         GetTableauToken    - Retrieving Tableau token 
DEBUG 2018-07-03 11:43:43,759 302189ms HomeController         DebitAR            - [User:Vaynu]  Loading Debit AR  Page..
DEBUG 2018-07-03 11:44:36,273 354704ms HomeController         GetTableauToken    - Retrieving Tableau token 
DEBUG 2018-07-03 11:44:36,567 354997ms HomeController         ARManagement       - [User:Vaynu]  Loading AR Management Page..
DEBUG 2018-07-03 11:44:39,477 357907ms HomeController         GetTableauToken    - Retrieving Tableau token 
DEBUG 2018-07-03 11:44:39,617 358048ms HomeController         ARManagement       - [User:Vaynu]  Loading AR Management Page..
DEBUG 2018-07-03 11:44:42,669 361100ms HomeController         GetTableauToken    - Retrieving Tableau token 
DEBUG 2018-07-03 11:44:42,785 361215ms HomeController         DebitAR            - [User:Vaynu]  Loading Debit AR  Page..
DEBUG 2018-07-03 11:44:54,050 372481ms HomeController         GetTableauToken    - Retrieving Tableau token 
DEBUG 2018-07-03 11:44:54,218 372648ms HomeController         DebitAR            - [User:Vaynu]  Loading Debit AR  Page..
DEBUG 2018-07-03 11:45:01,339 379769ms HomeController         GetTableauToken    - Retrieving Tableau token 
DEBUG 2018-07-03 11:45:01,510 379941ms HomeController         DenialsManagement  - [User:Vaynu]  Loading Denials Management  Page..
DEBUG 2018-07-03 11:45:20,063 398493ms HomeController         GetTableauToken    - Retrieving Tableau token 
DEBUG 2018-07-03 11:45:20,238 398668ms HomeController         DenialsManagement  - [User:Vaynu]  Loading Denials Management  Page..
DEBUG 2018-07-03 11:45:32,100 410530ms HomeController         GetTableauToken    - Retrieving Tableau token 
DEBUG 2018-07-03 11:45:32,344 410774ms HomeController         TrendGraph         - [User:Vaynu]  Loading Denials Management  Page..
DEBUG 2018-07-03 11:46:15,656 454086ms HomeController         GetTableauToken    - Retrieving Tableau token 
DEBUG 2018-07-03 11:46:15,861 454291ms HomeController         TrendGraph         - [User:Vaynu]  Loading Denials Management  Page..
DEBUG 2018-07-03 11:46:18,349 456780ms HomeController         GetTableauToken    - Retrieving Tableau token 
DEBUG 2018-07-03 11:46:18,461 456892ms HomeController         TrendGraph         - [User:Vaynu]  Loading Denials Management  Page..
DEBUG 2018-07-03 11:46:37,048 475478ms HomeController         GetTableauToken    - Retrieving Tableau token 
DEBUG 2018-07-03 11:46:37,386 475817ms HomeController         TrendGraph         - [User:Vaynu]  Loading Denials Management  Page..
DEBUG 2018-07-03 11:46:40,474 478905ms HomeController         GetTableauToken    - Retrieving Tableau token 
DEBUG 2018-07-03 11:46:40,670 479101ms HomeController         TrendGraph         - [User:Vaynu]  Loading Denials Management  Page..
DEBUG 2018-07-03 11:46:45,105 483535ms HomeController         GetTableauToken    - Retrieving Tableau token 
DEBUG 2018-07-03 11:46:45,293 483723ms HomeController         TrendGraph         - [User:Vaynu]  Loading Denials Management  Page..
DEBUG 2018-07-03 11:47:20,398 518829ms HomeController         GetTableauToken    - Retrieving Tableau token 
DEBUG 2018-07-03 11:47:20,604 519035ms HomeController         DenialsManagement  - [User:Vaynu]  Loading Denials Management  Page..
DEBUG 2018-07-03 11:47:25,190 523620ms HomeController         GetTableauToken    - Retrieving Tableau token 
DEBUG 2018-07-03 11:47:25,303 523733ms HomeController         TrendGraph         - [User:Vaynu]  Loading Denials Management  Page..
DEBUG 2018-07-03 12:03:33,320 17739ms HomeController         Login              - password
DEBUG 2018-07-03 12:03:33,336 17755ms HomeController         Login              - password
DEBUG 2018-07-03 12:03:33,336 17755ms HomeController         Login              - [Home][login]: Succesfully logged in  Vaynu.Osuri
DEBUG 2018-07-03 12:03:33,441 17859ms HomeController         GetTableauToken    - Retrieving Tableau token 
DEBUG 2018-07-03 12:03:33,944 18363ms HomeController         ARManagement       - [User:Vaynu]  Loading AR Management Page..
DEBUG 2018-07-03 12:06:14,233 66596ms HomeController         Login              - password
DEBUG 2018-07-03 12:06:14,250 66613ms HomeController         Login              - password
DEBUG 2018-07-03 12:06:14,250 66613ms HomeController         Login              - [Home][login]: Succesfully logged in  Vaynu.Osuri
DEBUG 2018-07-03 12:06:14,362 66726ms HomeController         GetTableauToken    - Retrieving Tableau token 
DEBUG 2018-07-03 12:06:14,934 67297ms HomeController         ARManagement       - [User:Vaynu]  Loading AR Management Page..
DEBUG 2018-07-03 12:07:46,548 158911ms HomeController         Login              - password
DEBUG 2018-07-03 12:07:46,549 158912ms HomeController         Login              - password
DEBUG 2018-07-03 12:07:46,550 158913ms HomeController         Login              - [Home][login]: Succesfully logged in  Vaynu.Osuri
DEBUG 2018-07-03 12:07:46,558 158921ms HomeController         GetTableauToken    - Retrieving Tableau token 
DEBUG 2018-07-03 12:07:46,733 159096ms HomeController         ARManagement       - [User:Vaynu]  Loading AR Management Page..
DEBUG 2018-07-03 12:07:52,460 164823ms HomeController         GetTableauToken    - Retrieving Tableau token 
DEBUG 2018-07-03 12:07:52,621 164984ms HomeController         CreditAR           - [User:Vaynu]  Loading Credit AR  Page..
DEBUG 2018-07-03 12:07:58,897 171260ms HomeController         GetTableauToken    - Retrieving Tableau token 
DEBUG 2018-07-03 12:07:59,094 171457ms HomeController         DenialsManagement  - [User:Vaynu]  Loading Denials Management  Page..
DEBUG 2018-07-03 12:36:54,173 16394ms HomeController         Login              - password
DEBUG 2018-07-03 12:36:54,192 16413ms HomeController         Login              - password
DEBUG 2018-07-03 12:36:54,193 16414ms HomeController         Login              - [Home][login]: Succesfully logged in  Vaynu.Osuri
DEBUG 2018-07-03 12:36:54,303 16525ms HomeController         GetTableauToken    - Retrieving Tableau token 
DEBUG 2018-07-03 12:36:54,845 17067ms HomeController         ARManagement       - [User:Vaynu]  Loading AR Management Page..
DEBUG 2018-07-03 13:08:42,088 29058ms HomeController         Login              - password
DEBUG 2018-07-03 13:08:42,103 29073ms HomeController         Login              - password
DEBUG 2018-07-03 13:08:42,103 29073ms HomeController         Login              - [Home][login]: Succesfully logged in  Vaynu.Osuri
DEBUG 2018-07-03 13:08:42,217 29187ms HomeController         GetTableauToken    - Retrieving Tableau token 
DEBUG 2018-07-03 13:08:42,685 29655ms HomeController         ARManagement       - [User:Vaynu]  Loading AR Management Page..
DEBUG 2018-07-03 13:26:47,608 44277ms HomeController         Login              - password
DEBUG 2018-07-03 13:26:47,624 44293ms HomeController         Login              - password
DEBUG 2018-07-03 13:26:47,625 44294ms HomeController         Login              - [Home][login]: Succesfully logged in  Vaynu.Osuri
DEBUG 2018-07-03 13:26:47,752 44421ms HomeController         GetTableauToken    - Retrieving Tableau token 
DEBUG 2018-07-03 13:26:48,270 44938ms HomeController         ARManagement       - [User:Vaynu]  Loading AR Management Page..
DEBUG 2018-07-03 15:09:05,170 33867ms HomeController         Login              - password
DEBUG 2018-07-03 15:09:05,188 33885ms HomeController         Login              - password
DEBUG 2018-07-03 15:09:05,188 33885ms HomeController         Login              - [Home][login]: Succesfully logged in  Vaynu.Osuri
DEBUG 2018-07-03 15:09:05,309 34007ms HomeController         GetTableauToken    - Retrieving Tableau token 
DEBUG 2018-07-03 15:09:05,928 34625ms HomeController         ARManagement       - [User:Vaynu]  Loading AR Management Page..
DEBUG 2018-07-03 15:11:39,626 24104ms HomeController         Login              - password
DEBUG 2018-07-03 15:11:39,640 24118ms HomeController         Login              - password
DEBUG 2018-07-03 15:11:39,641 24119ms HomeController         Login              - [Home][login]: Succesfully logged in  Vaynu.Osuri
DEBUG 2018-07-03 15:11:39,756 24234ms HomeController         GetTableauToken    - Retrieving Tableau token 
DEBUG 2018-07-03 15:11:40,477 24956ms HomeController         ARManagement       - [User:Vaynu]  Loading AR Management Page..
DEBUG 2018-07-03 15:15:18,662 15395ms HomeController         Login              - password
DEBUG 2018-07-03 15:15:18,676 15409ms HomeController         Login              - password
DEBUG 2018-07-03 15:15:18,676 15409ms HomeController         Login              - [Home][login]: Succesfully logged in  Vaynu.Osuri
DEBUG 2018-07-03 15:15:18,793 15525ms HomeController         GetTableauToken    - Retrieving Tableau token 
DEBUG 2018-07-03 15:15:19,383 16115ms HomeController         ARManagement       - [User:Vaynu]  Loading AR Management Page..
DEBUG 2018-07-03 15:24:06,759 19029ms HomeController         Login              - password
DEBUG 2018-07-03 15:24:06,777 19047ms HomeController         Login              - password
DEBUG 2018-07-03 15:24:06,778 19048ms HomeController         Login              - [Home][login]: Succesfully logged in  Vaynu.Osuri
DEBUG 2018-07-03 15:24:06,894 19164ms HomeController         GetTableauToken    - Retrieving Tableau token 
DEBUG 2018-07-03 15:24:07,488 19758ms HomeController         ARManagement       - [User:Vaynu]  Loading AR Management Page..
DEBUG 2018-07-03 15:29:08,419 23917ms HomeController         Login              - password
DEBUG 2018-07-03 15:29:08,445 23943ms HomeController         Login              - password
DEBUG 2018-07-03 15:29:08,445 23943ms HomeController         Login              - [Home][login]: Succesfully logged in  Vaynu.Osuri
DEBUG 2018-07-03 15:29:08,553 24052ms HomeController         GetTableauToken    - Retrieving Tableau token 
DEBUG 2018-07-03 15:29:09,082 24580ms HomeController         ARManagement       - [User:Vaynu]  Loading AR Management Page..
DEBUG 2018-07-03 15:32:09,064 20123ms HomeController         Login              - password
DEBUG 2018-07-03 15:32:09,080 20139ms HomeController         Login              - password
DEBUG 2018-07-03 15:32:09,081 20140ms HomeController         Login              - [Home][login]: Succesfully logged in  Vaynu.Osuri
